User,Location,Text,sentiment,probability
ElNegativo12,,“El mundo puede cambiar y evolucionar pero la única cosa que nunca cambiará es que todos somos parte de una gran fa… https://t.co/s8gNljOGP8,Positivo,72
TheImperioComic,Aguascalientes,"OFICIAL: #MarvelStudios lanzó un avance de la fase 4, 
Black Panther 2 llevara por título #WakandaForever para el 8… https://t.co/GgPj93FOLo",Positivo,66
detectivedash97,México,"Vaya, si que la Fase 4 del UCM promete mucho con tantas películas, pero ya veremos si logran cumplir con las expect… https://t.co/PcGerkNvqt",Positivo,56
Sr_Pintado29,,Increíble todas las películas nuevas que ha anunciado #Marvel una auténtica locura. Todo este universo post-Avenger… https://t.co/Gptw05Zrp0,Positivo,73
benjaortega,Mexico City,¡Paren lo que están haciendo y vean esto A-HO-RA! #MarvelStudios revela teaser de #Eternals y fechas de estreno de… https://t.co/kysEP4xzHE,Positivo,66
03Michely,,Que gran buen inicio de semana #MarvelStudios #marvelcomics #MarvelFutureFight https://t.co/IXUlbIN8LB,Positivo,89
RedLanComics,"Buenos Aires, Argentina","📢💥#MarvelStudios confirma títulos y fechas de sus próximos proyectos

🔴 #BlackPanther2 se titulara #WakandaForever… https://t.co/wSB9t3xs2w",Positivo,62
moderbord_,,¡Paren lo que están haciendo y vean esto A-HO-RA! #MarvelStudios revela teaser de #Eternals y fechas de estreno de… https://t.co/ptpQEpVVjc,Positivo,66
TheHiveGamingMX,"Distrito Federal, México","#MarvelStudios nos muestra la #Phase4 del #MCU, la que iniciará el próximo mes de julio con #BlackWidow, seguido de… https://t.co/aLSBOkRu4i",Positivo,62
Outstandingmx,,"Estás son las próximas películas de la fase 4 para #MarvelStudios 
#BlackWidow- Julio 9, 2021
#ShangChi - Septiembr… https://t.co/TDnZyxJSBb",Positivo,65
Espectro89071,Chile,recién me entero de que #Marvel va a hacer un montón de cosas nuevas!!! Me interesa eso de Eternals :) grande #MarvelStudios !!!!!!!!!,Positivo,73
PublimetroMX,Ciudad de México,"¡Por fin! Películas de la #Fase4 de #MarvelStudios ya tienen fecha de estreno 😱💥

https://t.co/CWErHigMsC",Positivo,71
Rosserielle,Azeroth ,Si soy❤️ #MarvelStudios #Marvel https://t.co/4VNpctijIC,Positivo,63
SrChupasangue,Gran Canaria/Ourense,Para que se os pongan un poco los pelos como escarpias un anticipo de lo que está por llegar en el #UCM.… https://t.co/Ucf9iRb2yA,Positivo,66
quantum_review,,"Este año podremos disfrutar de hasta 4 productos de #MarvelStudios en el cine:

- #BlackWidow (julio 2021)
-… https://t.co/9qIOb5iZCa",Positivo,72
quantum_review,,#MarvelStudios acaba de publicar un video con las fechas de sus próximos lanzamientos en cine. Vamos a actualizar e… https://t.co/TNkGNb3kSZ,Positivo,76
ExplosionFandm1,México,"¡LA FASE 4 HA COMENZADO!💥

El día de hoy, #MarvelStudios reveló los títulos y fechas de las que serán las cintas pa… https://t.co/Pj8eUe4FKC",Positivo,75
channel_virtual,,"Primer vistazo de #eternals bajo la dirección de la ganadora del Oscar Chloé Zhao.

#mcu #ucm #MarvelStudios… https://t.co/hc8jYqkn9U",Positivo,64
Milf_Fortune23,En casa de Chris Evans,"Ver a mi reina en el MCU y encima rubia me dio años de vida 
#Eternals 
#MarvelStudios https://t.co/4AtAncHS55",Positivo,66
caamifernandezm,,Yo en estos momentos👇🏼 #MarvelStudios #Marvel https://t.co/Rt9TDrC80Q https://t.co/AW0zmlVmuk,Positivo,69
unocero,"México, D.F.",¿Cuál de estas cintas esperan más este 2021? #MarvelStudios,Positivo,57
Cocodementa,"Roca Dragón, Poniente","Esto es lo mejor que nos podíais dar #MarvelStudios 
Gracias de corazón ❤️ https://t.co/N6zZwdP5Sb",Positivo,91
overgyx,,"Primeras imágenes de la película de #MarvelStudios: #Eternals y que estará bajo la dirección de #ChloéZhao, recient… https://t.co/Z7gGTDM90k",Positivo,59
JuannRamireez,Colombia,Te amo Marvel!!! Te amooooooooooooooollll #MarvelStudios https://t.co/yia46gJhVV,Positivo,68
overcito,,"Lo que se nos viene 🥰
#MarvelStudios https://t.co/Bhewd4ODXh",Positivo,67
YoleocomicsESP,,TREMENDO el adelanto de #Eternals de #MarvelStudios 👇😍 https://t.co/VTgP1UrtD1,Positivo,62
marvelmex,#CDMX,¿Estás listo para el regreso de Guardians of the Galaxy a la pantalla? ¡Aparta la fecha! 😉👇🏻 #MarvelStudios https://t.co/8VooS1FaTi,Positivo,72
adrianfilmmaker,,"#MarvelStudios presenta 'Black Panther II', las primeras imágenes de 'Eternals' y más... https://t.co/omSJWZLOf9",Positivo,67
realarcobaleno,,El nuevo vistazo de la fase 4 de #MarvelStudios me hizo sentir mal por DC Comics. Kevin Feige ya debe tener la fase… https://t.co/CMpnKv8mPs,Positivo,53
soloedero,"Distrito Federal, México","Se confirman las fechas y títulos oficiales de las próximas películas de #MarvelStudios ! #WakandaForever ,… https://t.co/JkRrZZUsTY",Positivo,63
kiaraguzman,"Chacla, Lima, Perú","Lloré con mi la voz de #StanLee 😭 y la confirmación del título de de #BlackPantherWakandaForever 💜
#MarvelStudios https://t.co/pXTAMIp5Ql",Positivo,66
joelestafador,,"Te amo Marvel joder
#Marvel #MarvelStudios https://t.co/ZB0W5B9VLh",Positivo,65
MaikStrange,Peru,"Marvel Fase 4 TRAILER 😯🔥
Ésto recién comienza amigos!!! #Marvel #MarvelStudios #Eternals #BlackWidow #DisneyPlus https://t.co/HrC9MJlW3j",Positivo,72
ValTorices,Mexico. D.F.,"Nos emociona mucho el calendario de #MarvelStudios 
https://t.co/R3br5GJdMq",Positivo,68
imeandiego,Pedreros,"Que locura todo lo que viene en Marvel durante 2021 y 2022.
#MarvelStudios #WakandaForever #BlackWidow… https://t.co/ovYldVDK5J",Positivo,65
Pabluki_ph,"Ecatepec de Morelos, México",Se viene lo choncho #MarvelStudios https://t.co/pUlLQMHwin,Positivo,66
Que_Peks,Mexico,"Brie Larson, Teyonah Parris e Iman Vellani regresarán para Capitana Marvel 2 ahora titulada 'THE MARVELS' ✨👊

La nu… https://t.co/N3igaIBISv",Positivo,70
ale_crazylove,,"#MarvelStudios en un vídeo nos da: 

- Primeras imágenes de Eternals
-Nombre de la película de Captain Marvel 2
- N… https://t.co/6MKNFs64Q5",Positivo,63
FCM_15,"Quintana Roo, México",Muero por ver esta película #MarvelStudios https://t.co/A9VXUeM2Jf,Positivo,70
GeekForcePeru,Peru,"EL FUTURO DE MARVEL STUDIOS!!!
. . .
Con el genial trailer que publico #MarvelStudios, además de tener primeras imá… https://t.co/aIPH8iLLWQ",Positivo,69
AnaMata_9,"Santander, España",La nueva película de Black Panter se va a llamar Wakanda Forever 😭😭😭😭😭😭 #WakandaForever #MarvelStudios  #Marvel https://t.co/898iNBvTRX,Positivo,74
toysmanoficial,"Buenos Aires, Argentina","#STOCK
Llegó a la #ToysmanCueva el escudo tamaño real del #CaptainAmerica de #MarvelLegends!!
 
💰55.000 (efectivo/d… https://t.co/eZwuxTJroe",Positivo,72
SincerelyMecha,Argentina,"PIEL DE GALLINAAAA 
#MarvelStudios https://t.co/2796A00w6N",Positivo,67
cinevinil,,#MarvelStudios celebra sus películas con un adelanto de los próximos largometrajes de la Fase 4 del #MCU.… https://t.co/ficAWCBhxV,Positivo,67
mdgar96,"Guayaquil, Ecuador","Por supuesto que sí, porque somos parte de una familia grande. 🖤❤
#MarvelStudios https://t.co/yZSltJbY8N",Positivo,78
RockCineyComics,,Nos vemos en las películas #MarvelStudios #WakandaForever #TheMarvels https://t.co/tJU643P7X8,Positivo,69
Infinite952,Soy de Canarias,"Abro hilo sobre la esencia de Spiderman y el como es respetada en sus adaptaciones

#MarvelStudios #Spiderverse https://t.co/vvs0cBbwvE",Positivo,66
chiibix,Far Far Away,"No puede ser que Doctor Strange se estrena en 2022, espero que sea una puta locura de pelicula #MarvelStudios",Positivo,54
kikesago,Barquisimeto / Venezuela,Y así comienza mi lunes ( Imaginen la fanfarria de #MarvelStudios  después de esta frase) https://t.co/MxI1fvXlfJ,Positivo,71
adcomicscity,"Reynosa, Tamaulipas",MARVEL STUDIOS acaba de revelar nombres logos y fechas de sus próximas películas... Como para levantar el hype en e… https://t.co/SGRzaBZFQv,Positivo,66
Samu_el1501,,"Black panther 2 #WakandaForever 🙅🏿‍♂️ 
El mejor título que pudo elegir #MarvelStudios https://t.co/7EeORMtP8f",Positivo,78
RockCineyComics,,#MarvelStudios da a conocer los nombres y fechas de estreno de sus próximas películas: “The Marvels” (Capitana Marv… https://t.co/7yfKDaBUvM,Positivo,71
chuckattack73,,Ains qué maravilla volver al cine. ¡Gracias #Disney gracias #MarvelStudios https://t.co/xy195qWamC,Positivo,94
Radio_LobosUD,"Chihuahua, México",¡Esto estas son las películas de #marvelstudios que sé estarán estrenando en los próximos años! https://t.co/VB4HtDNBD3,Positivo,62
DannaiDeLeon,CDMX ,"¿Ya vieron todos los anuncios de #MarvelStudios 🤯?

Me emociona mucho ver #BlackWidow  y #SpiderManNoWayHome 

¿A u… https://t.co/qeLrtGOit9",Positivo,68
lucasarabiah,"Valencia, Venezuela",Usen el tapaboca y cuídense para que lleguen a los estrenos que tiene #MarvelStudios para el 2022,Positivo,61
Anzhakutain,Gregorio de Laferrere,"#MarvelStudios actualiza las fechas y títulos de los próximos films de la Fase 4:
#BlackPantherWakandaForever: 8 de… https://t.co/VmzVx5FQsr",Positivo,65
simonvkope,Ecuador / 11.093km,"Mi mood con todo lo que acaba de revelar Marvel hoy, excelente día para ser Marvel fan
#MarvelStudios https://t.co/1EErE3Kqbo",Positivo,75
lacinestacion,Perú,"Primeras imágenes de #Eternals 
#MarvelStudios #Marvel https://t.co/fMGKbJQoNK",Positivo,67
ElPochocleroOk,Buenos Aires City Region,"#MarvelStudios y un video celebrando el retorno a los cines con las primeras imágenes de #Eternals, la voz del desa… https://t.co/n4av1yLoHj",Positivo,69
Yadis_Campos,,#MarvelStudios gracias por tanto.,Positivo,94
MundoMarvel0,,"💥 #MarvelStudios acaba de sacar un súper tráiler con los nuevos proyectos de la fase 4 y su fecha de estreno.💥🤩
-… https://t.co/rH4F7d1v0i",Positivo,72
DeniceMagana,,Justo en el Cora 💜 #muyfans #MarvelStudios https://t.co/vxxoEejMC5,Positivo,66
paodlcastillo,Mexico City / Gallifrey,"Estos son los próximos estrenos de #MarvelStudios:

2021
#BlackWidow - 9 de julio
#ShangChi - 3 de septiembre… https://t.co/blnLo2AkUW",Positivo,66
Ziroc_8,"De Barranquilla, Colombia",#MarvelStudios se viene con todo en su cuarta fase. ¡Hype después de endgame! 🤩 https://t.co/SHOUANhx9f,Positivo,66
AlbertoNetwork,"San Juan del Rio, Qro.","A nadie. Absolutamente pinches nadie, le interesa una secuela de capitana Marvel  #MarvelStudios",Positivo,55
DianaMoyeda09,"Saltillo, Coahuila de Zaragoza",Estaba preparada para los gloriosos #twentysevenyears y que se avienta #MarvelStudios  las fechas para las siguient… https://t.co/MQdGQDyzz1,Positivo,65
DistritoFriki,,"Arrancamos la semana con todo, ya que #MarvelStudios dio varios anuncios, incluyendo los títulos oficiales de sus p… https://t.co/8fv7Nwzk1T",Positivo,65
mynameisjuanin,"Santiago, Chile",#MARVELSTUDIOS casualmente revelando parte de #ETERNALS en su video nuevo y ahora queremos TRAILER.,Positivo,80
FPregoneros,México,"Del papel a la pantalla grande, el MCU no es perfecto pero si es hermoso. #MarvelStudios https://t.co/hteXWquiDe",Positivo,73
unocero,"México, D.F.",4 de estas cintas llegarán este mismo año 🤩🤩 #MarvelStudios https://t.co/7ybDJ2WuT7,Positivo,65
TheAmazingSite,Nueva York 2099. Mega-City Uno,"Tres nuevas fechas, logos y títulos para un horizonte realmente emocionante.

#TASfandom #MarvelStudios… https://t.co/PH1I1fnEiJ",Positivo,70
devorandocomics,,"#MarvelStudios revela los pósters oficiales de las secuelas de Black Panther, Guardians of the Galaxy y Captain Mar… https://t.co/lhjqatdHSm",Positivo,68
1032Al,,"Ver al menos un poco de los eternals me emocionó 🥺🥰 me encantan no puedo esperar a verlos

#MarvelStudios #Marvel… https://t.co/0a6iU0gPD2",Positivo,65
voox_mx,,"Todo lo que viene de Marvel Studios, con fecha de estreno. Conocemos ya el titulo de Black Panther 2: Wakanda Forev… https://t.co/bKCHrJaES9",Positivo,68
elkensama,"Zapopan, Jalisco",Tsssss buena esa eh #MarvelStudios https://t.co/j8qsz2iTte,Positivo,80
csocietymx,Ciudad de México,🚨Oficialmente #MarvelStudios acaba de revelar los nombres y fechas de sus próximas películas🎬 te compartimos la lis… https://t.co/pIlNpZpvRE,Positivo,66
dianastark1d,,"¿Emocionados por todo lo que se viene?
¿Cuál esperan más? #MarvelStudios https://t.co/o2mwZnrlKO",Positivo,63
RamChez_,📍Puebla » CDMX » La Vida,Solo #MarvelStudios puede hacerte llorar con un trailer de Trailers https://t.co/ulgIstdNOw,Positivo,49
soyemmanuelmedi,"Salamanca, Guanajuato",Vaya manera de iniciar el mes de mayo 🎉📽️😍 #MarvelStudios https://t.co/oNTIanQ0ND,Positivo,60
poblacionmutant,Venezuela,#MarvelStudios celebra sus películas y nos da un avance de todo lo que viene https://t.co/tEUICmpOG1,Positivo,67
JonathanMacon,Peru - Lima - Chorrillos,"Y ese guiño a #LosCuatroFantasticos 
🤯🤯🤯
#MarvelStudios https://t.co/ip98LgdeIs",Positivo,66
Milenial_Max,,"Esta gente son MUY buenos #MarvelStudios #Phase4 

https://t.co/IeGGrq0sSA",Positivo,83
VaneOdino,La Plata,#MarvelStudios anunció los estrenos de este año y lo que viene y yo me vuelvo laaaca 💖🤤 https://t.co/TwsWK2BOPk,Positivo,67
MaikStrange,Peru,"Captain Marvel, Mónica Rambeau y Ms Marvel son... The Marvels 👊🏻🔥 las 3 de unen a 2 personajes más que llevarían el… https://t.co/uZf2dFhwQl",Positivo,68
Famavision,Buenos Aires,"MARVEL ANUNCIÓ las FECHAS de ESTRENO de sus PRÓXIMAS PELÍCULAS y un EMOTIVO VIDEO
La nota y el video en FAMAVISION… https://t.co/ipzx09BSAT",Positivo,70
Laycats23,ᴇxᴏplanet ,PLS- EL VIDEO DE MARVEL ME TIENE MAL Y MAS QUE LA OTRA  PELICULA DE BLACK PANTHER  SE VA A LLAMAR BLACK PANTHER WAK… https://t.co/0eCG2YhWP0,Positivo,55
EddDanilo,,"La Fase 4 de #MarvelStudios
Traerá a los #fantastic4 en el 2024 seguramente para hacerlo aún más epico sera su estreno el 04/04/2024

😲😲😲",Positivo,64
Melisa__Zarate,"Corrientes, Argentina","Lo sabia, lo sabía #MarvelStudios https://t.co/uPKRlsSddn https://t.co/pYEOwW62LS",Positivo,64
JoseIgn20963703,"Torrelavega, España",¡¡ #BuenasTardes seguidores!! Y el #diadelorgullofriki 💯❌💯 FAN estrenos #MarvelStudios 😃 de @edermilitao campo⭐⭐… https://t.co/vRJBR56xQj,Positivo,68
Jos3_MG,,"Ver esto me hace soltar una lagrimita.
Después de todo, ¿no fue Marvel la que hizo que nuestras vidas no fuesen tan… https://t.co/EslgUFeToB",Positivo,62
kaspendarkling,44/150,"Entre Angelina Jolie y Selma Hayek me da un paro lpm!!!

#MarvelStudios
#Eternals https://t.co/oJQusRLmh7",Negativo,55
C4rlosRojas,"Yucatán, México",Ver cualquier cosa de #MarvelStudios  me sube el ánimo bien chido📈📈📈,Positivo,72
BoALov3r,Night City,"#Los Cuatro fantásticos en 2023/2024
Me cago en mi puta vida #MarvelStudios 
Iros a tomar por culo ☹ https://t.co/FVK0d9jRVh",Positivo,65
rigoplascencia,,Listos para la invasión del #MarvelStudios a la #nbaxespn además de un gran juego podrán tener una experiencia única https://t.co/Jd6m3W74w3,Positivo,82
BrandonJesus_BR,,"""Captain Marvel 2"" se titulará ""The Marvels"" y llegará el 11 de noviembre de 2022.
MAS INFO:… https://t.co/L5VD53qmpN",Positivo,70
MaikStrange,Peru,"Angelina Jolie en el UCM. Una de las mejores cosas nos nos paso, si dudas. GRACIAS MARVEL ❤️ #Marvel #MarvelStudios… https://t.co/6Q3jFcvmil",Positivo,80
LaManchaGeek,,"MCU - Fase 4 https://t.co/ABzFWvsyes a través de @YouTube 
#BlackWidow  #ShangChi #Eternals  #SpiderManNoWayHome… https://t.co/cU1jjmpVpR",Positivo,67
CorteGeeks_LCG,Colombia,Gente literalmente nos levantamos con noticias de #MarvelStudios y Woow… que manera de empezar un lunes 🔥 https://t.co/drQOvlnhoi,Positivo,71
SurtidoPe,Peru,"Marvel Studios lanza un espectacular tráiler para recordarnos la FASE 4 del MCU, y las fechas de estreno de sus pró… https://t.co/YLyu8ky2gu",Positivo,71
MaikStrange,Peru,"Tenemos el primer vistazo oficial de #Eternals, la película dirigida por la ganadora del Oscar #ChloéZhao está prog… https://t.co/xOVb9YyMSc",Positivo,71
Geektime22,lalaland,Tenemos el primer vistazo a #Eternals la nueva película de #MarvelStudios dirigida por la ganadora del oscar… https://t.co/MlRm0iiUjW,Positivo,79
paodlcastillo,Mexico City / Gallifrey,"Nuevas imágenes de la película de #MarvelStudios #Eternals, dirigida por #ChloeZhao https://t.co/k6kAMIuH2p",Positivo,68
GeekForcePeru,Peru,"TEASER - MARVEL CELEBRATES THE MOVIES!!!
. . .
En este video #MarvelStudios nos recuerda lo que ha sido su historia… https://t.co/f06nEu8SzW",Positivo,67
ElMdelaM,,"No estoy llorando, se me metió una fase 4 de UCM en el ojo y la voz de The Man en el oído #MarvelStudios #StanLee https://t.co/EgXISHpHqh",Positivo,69
BryanBanMusic,,"En que plataforma escuchaste mi canción!? 
-
- #musica #rauw #RauwAlejandro #TORNADOWARNING #MarvelStudios… https://t.co/xTkYBtisUD",Positivo,67
Que_Peks,Mexico,¡Así es como luce el futuro de #MarvelStudios en el cine! ✨👊 https://t.co/22UAg6GiGZ,Positivo,74
lizzie0323,México,Que bonita manera de despertar 🤩 #MarvelStudios https://t.co/uAckurSMST,Positivo,68
diogenes226,,"Considero y me solidarizo con:
EL CIRINEO, QUE AGUANTÓ EL CASTIGO DE LOS LATIGAZOS Y LUEGO FUE CRUCIFICADO se llama… https://t.co/XxVoiarFEm",Positivo,61
C4rlosRojas,"Yucatán, México",Un buen inicio del día!!!❤️con #MarvelStudios,Positivo,83
TheTopComics,Mexico,Lo que se viene #MarvelStudios https://t.co/6VTRonlciz,Positivo,67
ChitoTio,México 🇲🇽,"https://t.co/h7oitXFOKb
#MarvelStudios confirma las nuevas fechas y nombres de las películas de la #fase4 del #ucm… https://t.co/bty75XaUFN",Positivo,67
UnComicMas,Venezuela,"#MarvelStudios celebra sus películas y ofrece un adelanto de los próximos largometrajes de la Fase 4 del #MCU!

Pró… https://t.co/LbR1kw4Tvr",Positivo,69
BrandonJesus_BR,,Black Panther 2 se titulará 'Black Panther: Wakanda Forever' y su fecha de estreno está programada para el 8 de jul… https://t.co/YWjBnpdIiZ,Positivo,67
UnComicMas,Venezuela,#MarvelStudios celebra sus películas y ofrece un adelanto de los próximos largometrajes de la Fase 4 del #MCU....in… https://t.co/1tcSqyVc1o,Positivo,69
guidance_the,,"#marvelstudios nos sorprendió con este homenaje a las películas pasadas y a las que están por venir. 
#blacwidow ju… https://t.co/nYuQ62J1lo",Positivo,71
djsantcolombia,Bogota DC,#MarvelStudios mostrando cómo le va a patearle el trasero a las demás productoras !! https://t.co/8ptXmZeMEc,Positivo,65
BorjaBer,Gijon - Asturias,Esto es por lo que me levanto por las mañanas #MarvelStudios gracias por existir https://t.co/MzOprIguCB,Positivo,87
dimensionate,,"""#WakandaForever"" será el título de para la nueva película de Black Panther y ya tiene fecha de estreno, será el 8… https://t.co/OOqhoawBeX",Positivo,77
rockbertoj1,CDMX,"Estas son las futuras producciones de #Marvel y sus respectivas fechas de estreno, que hoy son #Trending… https://t.co/oQt3RnHw5s",Positivo,78
yanaraa_,"Limache, Chile","Hoy ha sido una mañana perfecta, el retiro del 10% rapidito y #MarvelStudios tirando la carne a la parrilla 🤩🤩🤩",Positivo,80
stark_eduardo,,simplemente la Magia de #MarvelStudios https://t.co/MTgqmyMQSf,Positivo,66
soyjuliocesargp,,#MarvelStudios ha publicado (nuevamente) de manera oficial las fechas y los títulos de sus próximas películas. Como… https://t.co/mylAQ1fhN8,Positivo,66
FANCYLOUlS,..🐈,"@kiwlhs vamo ve ent

#BBBB21 #juliettecampea #gilnomaisvoce #MarvelStudios #bbbacabou #FiukCampeao #RedeBBB https://t.co/8acQbKPBcS",Positivo,62
CaluVilla, Buenos Aires ,De repente mi Lunes cambio ☺️gracias #MarvelStudios,Positivo,93
oye_tv,,"Algunas de las películas que #MarvelStudios anunció que vienen 😍🤯. ¿Cuáles esperas tú con ansias? 

#oye #oyetv… https://t.co/01vUTiqELY",Positivo,66
NacionFlix,,"Marvel ha revelado el emocionante tráiler de ‘The Eternals’ con un estilo diferente y original,  después de que Chl… https://t.co/KiVJjc3TIY",Positivo,70
djsantcolombia,Bogota DC,Los #oscars viendo cómo más gente ha visto el video de #MarvelStudios que la ceremonia de los oscars https://t.co/yqDJGhmC5H,Positivo,74
EChimichangas,Canadá,🥵EPEKTACULAR! Nuevo anuncio de ACTUALIZACION del calendario del #ucm #MarvelStudios !!! Seee vieneeeee!💦 https://t.co/tahUIaoiCS,Positivo,74
RoxSP,"Barcelona, España",La experiencia de ver las pelis con el fandom el dia de estreno en el cine es lo mejor de las pelis Marvel. El Aven… https://t.co/MuFOWJ989a,Positivo,86
Angel_Leaks_,the spire,No tiene nada que ver con Fortnite pero hay que admitir que esto es hermoso!!! #MarvelStudios grande como siempre!!… https://t.co/Sr3mNDWBho,Positivo,79
RoSantillanPh,Argentina,Lloro lpm... #MarvelStudios https://t.co/TGTLBITGPL,Positivo,65
FPregoneros,México,"Fechas y títulos actualizados de la siguiente fase de #MarvelStudios 

¿cuanto fanático de los cómics tenemos aquí?… https://t.co/kVoSq8FeMB",Positivo,65
Cabobe,Bogotá - Colombia,Así o más emotivo el video de las próximas películas de la fase 4 de #MarvelStudios que llegarán en los próximos 2… https://t.co/H08YItWGfE,Positivo,67
HunterMG_,,"Finally tenemos el primer vistazo a #Eternals de #MarvelStudios
Y podemos ver a #Makkari usando su supervelocidad
A… https://t.co/2rQArgzeee",Positivo,70
iRubiomx,En alguna galaxia muy lejana ,"Así quedo el calendario de las próximas películas de #MarvelStudios 

¿Emocionados? 

#FelizInicioDeSemana https://t.co/0hmq6NU3fc",Positivo,65
LaGuaridaMX,"Guadalajara, Jalisco",#MarvelStudios revela los títulos y logos de las cintas que serán parte de su #Fase4… https://t.co/10VtzUd3Tq,Positivo,64
TheShelbysme,Barcelona,"Estos son los proyectos de #MarvelStudios hasta 2023 con su fecha de estreno.
#SpiderManNoWayHome y… https://t.co/Jg3QLKPbUW",Positivo,70
elplfz,asturias,25 d marzo de 2022 para saber q pasa con wanda me muero xd #MarvelStudios,Positivo,64
JuanAndresBazan,"Allende, Nuevo León, México","""Todos somos parte de un universo que se mueve siempre hacia arriba y adelante, hacia una gloria mayor... ¡Excélsio… https://t.co/RVvViiLmzU",Positivo,67
TrasKamaras,Puerto Rico,"#OFICIAL

#MarvelStudios muestra las primeras imágenes de la película "" #Eternals"" y su increíble #cast.

El #filme… https://t.co/D0tDrMyYNN",Positivo,63
NacionFlix,,"‘WandaVision’ marcó el inicio de la Fase 4, ahora Marvel presenta todas las sorpresas y películas de los superhéroe… https://t.co/J3Q6N2NP6e",Positivo,74
PlanoPalomitas,Granada,"⚠️MARVEL STUDIOS⚠️

#MarvelStudios anuncia el título y las nuevas fechas de estreno de sus películas
-… https://t.co/4swj0apyKW",Positivo,70
danseq1972,Costa Rica,Otra razón más para cuidarse estos días. Hay que estar vivo en unos años 🤯 #MarvelStudios #MarvelsAvengers #Avengers https://t.co/yNANcmVPoV,Positivo,63
LeoCastilloVe,Venezuela,#MarvelStudios sabe cómo sorprender a los fanáticos... Esto es una joya 😍 https://t.co/lk3qmHvrWX,Positivo,65
CinezinCZN,"Cataluña, España","¿Saturación o satisfacción?

#MarvelStudios https://t.co/ywiaOoRBaW",Positivo,66
palmero88,"Prado del Rey, España",Los Eternos. #Eternals  #MarvelStudios https://t.co/785jzEWC59,Positivo,66
CalleHollywood,Hollywood,"Los estrenos de #MarvelStudios para el 2023:

🎬 #AntManandTheWaspQuantumania
🗓️ Febrero 17.

🎬… https://t.co/vya5VXaXVc",Positivo,68
emily_joaly,,Con este video #MarvelStudios anuncia títulos y fechas de sus próximos estrenos. https://t.co/hRmyvuaI4m,Positivo,67
djsantcolombia,Bogota DC,Yo viendo el video de #MarvelStudios    Y empiezan a salir #thor #SpiderManNoWayHome #Eternals #fantastic4… https://t.co/OJUQEXAB37,Positivo,70
LaGuaridaMX,"Guadalajara, Jalisco","No estoy llorando, se me metió una #Fase4 de #MarvelStudios. https://t.co/GM5C5Bnzlj",Positivo,65
Jonathan_irc,Rotonda City,"Marvel, matame ahora mismo. Llegó ella #Eternals #MarvelStudios https://t.co/578FrX36Tm",Positivo,67
curtonicolas,,"¿POR QUÉ ME HACES ESTO MARVEL?
#MarvelStudios https://t.co/YPz6nJF7Sp",Positivo,66
Polux_Web,México,"Poluxnautas, ya hay fecha oficial para las próximas películas de #MarvelStudios 🔥

✅Black Panther Wakanda Forever -… https://t.co/sXFEPqLyfJ",Positivo,66
nacionpix,México,Con #WakandaForever tendremos #MarvelStudios para rato ✨ https://t.co/r7YucAFxbF,Positivo,69
MauroDBarrera,"Buenos Aires, Argentina",Quisiera tener el poder de planificación de #MarvelStudios y saber que voy a hacer de acá a cuatro años. 🙃,Positivo,61
zdenkocast,Monterrey ,"Me mié tan solo de ver a Angelina como Thena 

Gracias #MarvelStudios por semejante actriz para #Eternals #AngelinaJolie 🤩🤩🤩",Positivo,81
AlPineda75,Dominican Republic,Y ete trailer que sacó #MarvelStudios ? Me va a dar con tanta información de demasiadas películas vacanas to come,Positivo,64
CalleHollywood,Hollywood,"Los estrenos de #MarvelStudios para el 2022:

🎬 #DoctorStrange
🗓️ Marzo 25.

🎬 #ThorLoveAndThunder
🗓️ Mayo 6.

🎬… https://t.co/Daz2SEWaBc",Positivo,67
Carlos_Eguren,https://linktr.ee/carlosjegure,¡Trece años maravillosos y los que nos quedan de seguir perdiéndonos en las historias de #MarvelStudios! https://t.co/cpwM04RSB8,Positivo,70
RickardReview,"California, USA","Mega Reacción Marvel: Black Widow, Shang Chi, Eternals y Más. https://t.co/iwZAHu61EM

#MarvelStudios #Eternals… https://t.co/Lcdu0ImF1g",Positivo,67
elchimu123,en la Nave del Bad batch,"Está en Tendencia todo
#Eternals 
#MarvelStudios 
#MayThe4thBeWithYou 
#Starwars
#SpiderMan
#themarvels 
Que hermos… https://t.co/zAsMSWHQ3c",Positivo,65
Sala_Geek,,"El futuro de #MarvelStudios y la fase 4 es prometedor 🤩

Créditos a @_DianaSu por el edit. https://t.co/m1QXZlrKLS",Positivo,69
djsantcolombia,Bogota DC,"#MarvelStudios  se enloqueció !!! #marvel #spiderman #thor #themarvels #4fantasticos

Esto es el UCM

  https://t.co/HhYr3XFEBn vía @YouTube",Positivo,65
NoticiasMundoP1,,"En este primer vistazo #Eternals que bien se ven #SalmaHayek y #AngelinaJolie

#MarvelStudios #marvel #FelizLunes… https://t.co/oFVw6tUrvP",Positivo,76
WipyTV,Mexico,Confirmación de #FantasticFour en #MarvelStudios https://t.co/wruyeAq663,Positivo,66
juribe1810,"Tlalnepantla de Baz, México","#Cine: #MarvelStudios acaba de lanzar el tráiler de la fase 4 de UCM y con ello, el primer vistazo ¡¡A Eternals!!,… https://t.co/CEMyMr481c",Positivo,73
Playlistmagmx,Ciudad de México,"Las próximas películas confirmadas de #MarvelStudios 

•Doctor Strange &amp; the Multiverse of Madness, 25 de marzo de… https://t.co/Yle3up7AEL",Positivo,72
